chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
house,M001188,Meng,NY,6,Democrat,76,0.197368421052632,0.20345573,-33
house,M001189,Messer,IN,6,Republican,75,0.933333333333333,0.93846396,40.3
house,M001190,Mullin,OK,2,Republican,76,0.934210526315789,0.93968717,50.1
house,M001193,MacArthur,NJ,3,Republican,77,0.948051948051948,0.787034,6.2
house,M001194,Moolenaar,MI,4,Republican,77,0.987012987012987,0.92765936,24.8
house,M001195,Mooney,WV,2,Republican,77,0.844155844155844,0.93928873,36.4
house,M001196,Moulton,MA,6,Democrat,77,0.207792207792208,0.31770713,-17.9
house,M001197,McSally,AZ,2,Republican,77,0.974025974025974,0.56257776,-4.9
house,M001198,Marshall,KS,1,Republican,77,0.974025974025974,0.94015028,45
house,M001199,Mast,FL,18,Republican,77,0.935064935064935,0.82953478,9.2
house,M001200,McEachin,VA,4,Democrat,74,0.202702702702703,0.27389539,-21.6
house,M001201,Mitchell,MI,10,Republican,77,0.961038961038961,0.93725653,32.2
house,M001202,Murphy,FL,7,Democrat,76,0.447368421052632,0.50388329,-7.3
house,N000002,Nadler,NY,10,Democrat,74,0.162162162162162,0.15308251,-59.5
house,N000015,Neal,MA,1,Democrat,77,0.181818181818182,0.28424622,-20.7
house,N000127,Nolan,MN,8,Democrat,75,0.24,0.89463554,15.6
house,N000179,Napolitano,CA,32,Democrat,63,0.142857142857143,0.20505522,-38.9
house,N000181,Nunes,CA,22,Republican,73,0.986301369863014,0.82968912,9.5
house,N000184,Noem,SD,0,Republican,76,0.921052631578947,0.93465128,29.79332222
house,N000188,Norcross,NJ,1,Democrat,74,0.189189189189189,0.24955586,-24.5
house,N000189,Newhouse,WA,4,Republican,73,0.958904109589041,0.92585435,22.8
house,N000190,Norman,SC,5,Republican,43,0.837209302325581,0.86481052,18.5
house,O000168,Olson,TX,22,Republican,76,0.973684210526316,0.81073329,7.9
house,O000170,O’Rourke,TX,16,Democrat,77,0.285714285714286,0.17687912,-40.7
house,O000171,O’Halleran,AZ,1,Democrat,77,0.506493506493506,0.69397495,1.1
house,P000034,Pallone,NJ,6,Democrat,77,0.0909090909090909,0.35067919,-15.6
house,P000096,Pascrell,NJ,9,Democrat,75,0.213333333333333,0.20654683,-31.2
house,P000197,Pelosi,CA,12,Democrat,73,0.191780821917808,0.13934922,-77.5
house,P000258,Peterson,MN,7,Democrat,75,0.666666666666667,0.93447513,30.8
house,P000523,Price,NC,4,Democrat,77,0.168831168831169,0.17860562,-40
house,P000588,Pearce,NM,2,Republican,75,0.88,0.83998632,10.2
house,P000591,Price,GA,6,Republican,0,"","",1.5
house,P000592,Poe,TX,2,Republican,72,0.916666666666667,0.827047,9.3
house,P000593,Perlmutter,CO,7,Democrat,77,0.272727272727273,0.41247408,-12
house,P000594,Paulsen,MN,3,Republican,77,0.974025974025974,0.46410484,-9.4
house,P000597,Pingree,ME,1,Democrat,75,0.146666666666667,0.36287837,-14.8
house,P000598,Polis,CO,2,Democrat,76,0.144736842105263,0.28058278,-21.3
house,P000599,Posey,FL,8,Republican,74,0.905405405405405,0.91863126,20.7
house,P000601,Palazzo,MS,4,Republican,75,0.973333333333333,0.94445828,41.2
house,P000602,Pompeo,KS,4,Republican,0,"","",27.2
house,P000604,Payne,NJ,10,Democrat,72,0.111111111111111,0.12268481,-72.4
house,P000605,Perry,PA,4,Republican,77,0.844155844155844,0.91885565,21.5
house,P000606,Pittenger,NC,9,Republican,73,0.972602739726027,0.85939467,11.6
house,P000607,Pocan,WI,2,Democrat,68,0.102941176470588,0.198284,-36.8
house,P000608,Peters,CA,52,Democrat,76,0.342105263157895,0.26151919,-22.5
house,P000609,Palmer,AL,6,Republican,75,0.933333333333333,0.95158077,44.7
house,P000611,Poliquin,ME,2,Republican,76,0.960526315789474,0.84491669,10.3
house,P000613,Panetta,CA,20,Democrat,77,0.233766233766234,0.16365547,-47.2
house,Q000023,Quigley,IL,5,Democrat,77,0.233766233766234,0.16470041,-46.6
house,R000395,Rogers,KY,5,Republican,70,0.985714285714286,0.93182771,62.1
house,R000409,Rohrabacher,CA,48,Republican,76,0.855263157894737,0.63275954,-1.7
house,R000435,Ros-Lehtinen,FL,27,Republican,70,0.685714285714286,0.28029721,-19.7
house,R000486,Roybal-Allard,CA,40,Democrat,76,0.157894736842105,0.13979704,-69.4
house,R000487,Royce,CA,39,Republican,77,0.974025974025974,0.48095144,-8.6
house,R000515,Rush,IL,1,Democrat,56,0.125,0.17240892,-54
house,R000570,Ryan,WI,1,Republican,18,0.944444444444444,0.74093796,10.3
house,R000575,Rogers,AL,3,Republican,77,0.974025974025974,0.93777337,33
house,R000576,Ruppersberger,MD,2,Democrat,77,0.298701298701299,0.24838007,-24.6
house,R000577,Ryan,OH,13,Democrat,77,0.207792207792208,0.52673727,-6.5
house,R000578,Reichert,WA,8,Republican,75,0.906666666666667,0.6019309,-3
house,R000580,Roskam,IL,6,Republican,76,0.947368421052632,0.51709905,-7
house,R000582,Roe,TN,1,Republican,77,0.961038961038961,0.93867355,57
house,R000583,Rooney,FL,17,Republican,74,0.972972972972973,0.93008984,27.2
house,R000585,Reed,NY,23,Republican,73,0.958904109589041,0.8813444,14.8
house,R000586,Renacci,OH,16,Republican,70,0.928571428571429,0.91042726,16.6
house,R000588,Richmond,LA,2,Democrat,71,0.126760563380282,0.1279327,-52.4
house,R000591,Roby,AL,2,Republican,77,0.974025974025974,0.93704378,31.9
house,R000592,Rokita,IN,4,Republican,76,0.907894736842105,0.93759335,34.1
house,R000593,Ross,FL,15,Republican,74,0.972972972972973,0.84012904,10
house,R000597,Rice,SC,7,Republican,76,0.960526315789474,0.90826375,18.9
house,R000598,Rothfus,PA,12,Republican,77,0.909090909090909,0.91644389,20.8
house,R000599,Ruiz,CA,36,Democrat,77,0.350649350649351,0.47670364,-8.8
house,R000601,Ratcliffe,TX,4,Republican,77,0.909090909090909,0.93921138,53.6
house,R000602,Rice,NY,4,Democrat,75,0.24,0.45091907,-9.6
house,R000603,Rouzer,NC,7,Republican,75,0.92,0.90127978,17.7
house,R000604,Russell,OK,5,Republican,76,0.934210526315789,0.87288895,13.4
house,R000606,Raskin,MD,8,Democrat,77,0.116883116883117,0.19812377,-33.7
house,R000607,Rooney,FL,19,Republican,74,0.972972972972973,0.91925924,22.1
house,R000608,Rosen,NV,3,Democrat,76,0.368421052631579,0.69177771,1
house,R000609,Rutherford,FL,4,Republican,71,0.985915492957746,0.93441154,28
house,S000051,Sanford,SC,1,Republican,77,0.727272727272727,0.87097248,13.1
house,S000185,Scott,VA,3,Democrat,77,0.181818181818182,0.20632347,-31.7
house,S000244,Sensenbrenner,WI,5,Republican,77,0.87012987012987,0.9138068,20.1
house,S000248,Serrano,NY,15,Democrat,77,0.116883116883117,0.12560965,-88.9
house,S000250,Sessions,TX,32,Republican,76,0.986842105263158,0.6280055,-1.9
house,S000344,Sherman,CA,30,Democrat,76,0.184210526315789,0.17307401,-43.4
house,S000364,Shimkus,IL,15,Republican,77,0.987012987012987,0.94008207,46.2
house,S000480,Slaughter,NY,25,Democrat,60,0.166666666666667,0.30254568,-16.4
house,S000510,Smith,WA,9,Democrat,74,0.121621621621622,0.17028846,-47.2
house,S000522,Smith,NJ,4,Republican,76,0.776315789473684,0.88356334,14.8
house,S000583,Smith,TX,21,Republican,75,0.973333333333333,0.84057206,10
house,S001145,Schakowsky,IL,9,Democrat,77,0.103896103896104,0.1672603,-45.2
house,S001148,Simpson,ID,2,Republican,72,0.986111111111111,0.9243607,24.7
house,S001150,Schiff,CA,28,Democrat,77,0.207792207792208,0.15944741,-49.8
house,S001154,Shuster,PA,9,Republican,77,0.987012987012987,0.94018388,42.5
house,S001156,Sánchez,CA,38,Democrat,76,0.144736842105263,0.16991001,-39.6
house,S001157,Scott,GA,13,Democrat,72,0.277777777777778,0.17403783,-44.4
house,S001165,Sires,NJ,8,Democrat,74,0.22972972972973,0.15951926,-54.2
house,S001168,Sarbanes,MD,3,Democrat,77,0.181818181818182,0.21043397,-30.8
house,S001170,Shea-Porter,NH,1,Democrat,74,0.216216216216216,0.71012942,1.6
house,S001172,Smith,NE,3,Republican,76,0.960526315789474,0.93821237,54.9
house,S001175,Speier,CA,14,Democrat,73,0.191780821917808,0.15321573,-58.7
house,S001176,Scalise,LA,1,Republican,57,1,0.95215555,42
house,S001180,Schrader,OR,5,Democrat,76,0.302631578947368,0.5792931,-4.2
house,S001183,Schweikert,AZ,6,Republican,77,0.896103896103896,0.83926803,10
house,S001185,Sewell,AL,7,Democrat,76,0.263157894736842,0.17360565,-41.2
house,S001187,Stivers,OH,15,Republican,72,0.986111111111111,0.88633985,15.4
house,S001189,Scott,GA,8,Republican,77,0.987012987012987,0.93423836,28.9
house,S001190,Schneider,IL,10,Democrat,76,0.355263157894737,0.21988358,-29.4
house,S001191,Sinema,AZ,9,Democrat,74,0.581081081081081,0.32941131,-16.3
house,S001192,Stewart,UT,2,Republican,74,0.932432432432432,0.87537089,14
house,S001193,Swalwell,CA,15,Democrat,76,0.210526315789474,0.16716764,-45.7
house,S001195,Smith,MO,8,Republican,75,0.92,0.93768836,54.4
house,S001196,Stefanik,NY,21,Republican,77,0.896103896103896,0.87770842,13.9
house,S001199,Smucker,PA,16,Republican,77,0.961038961038961,0.79629724,6.8
house,S001200,Soto,FL,9,Democrat,77,0.207792207792208,0.39589636,-12.9
house,S001201,Suozzi,NY,3,Democrat,74,0.283783783783784,0.52797443,-6.1
house,T000193,Thompson,MS,2,Democrat,75,0.173333333333333,0.22796696,-28.5
house,T000238,Thornberry,TX,13,Republican,77,0.974025974025974,0.93767145,63
house,T000460,Thompson,CA,5,Democrat,75,0.213333333333333,0.15904144,-44.9
house,T000462,Tiberi,OH,12,Republican,58,0.982758620689655,0.850572,11.3
house,T000463,Turner,OH,10,Republican,77,0.961038961038961,0.80372563,7.3
house,T000465,Tsongas,MA,3,Democrat,72,0.180555555555556,0.24784341,-22.8
house,T000467,Thompson,PA,5,Republican,77,0.987012987012987,0.93412038,28.8
house,T000468,Titus,NV,1,Democrat,75,0.133333333333333,0.21430037,-29
house,T000469,Tonko,NY,20,Democrat,75,0.186666666666667,0.39058702,-13.5
house,T000470,Tipton,CO,3,Republican,76,0.960526315789474,0.86067561,12
house,T000472,Takano,CA,41,Democrat,76,0.157894736842105,0.22867856,-27.9
house,T000474,Torres,CA,35,Democrat,76,0.210526315789474,0.17895954,-40.8
house,T000475,Trott,MI,11,Republican,75,0.986666666666667,0.75583449,4.4
house,T000477,Taylor,VA,2,Republican,74,0.986486486486487,0.73852582,3.4
house,T000478,Tenney,NY,22,Republican,77,0.974025974025974,0.889585,15.5
house,U000031,Upton,MI,6,Republican,76,0.973684210526316,0.8179528,8.4
house,V000081,Velázquez,NY,7,Democrat,75,0.0933333333333333,0.136272,-76.5
house,V000108,Visclosky,IN,1,Democrat,77,0.194805194805195,0.40134211,-12.6
house,V000129,Valadao,CA,21,Republican,75,0.986666666666667,0.35299836,-15.5
house,V000130,Vargas,CA,51,Democrat,76,0.131578947368421,0.16187367,-49
house,V000131,Veasey,TX,33,Democrat,75,0.226666666666667,0.1524216,-49.2
house,V000132,Vela,TX,34,Democrat,75,0.226666666666667,0.26674172,-21.5
house,W000187,Waters,CA,43,Democrat,77,0.103896103896104,0.14485848,-61.7
house,W000791,Walden,OR,2,Republican,77,0.987012987012987,0.9138068,20.1
house,W000795,Wilson,SC,2,Republican,77,0.987012987012987,0.90281282,17.7
house,W000797,Wasserman Schultz,FL,23,Democrat,75,0.173333333333333,0.22716926,-26.1
house,W000798,Walberg,MI,7,Republican,77,0.987012987012987,0.89896185,17
house,W000799,Walz,MN,1,Democrat,69,0.188405797101449,0.88698497,14.9
house,W000800,Welch,VT,0,Democrat,77,0.168831168831169,0.23526941,-26.40835124
house,W000804,Wittman,VA,1,Republican,76,0.894736842105263,0.86388765,12.4
house,W000806,Webster,FL,11,Republican,72,0.902777777777778,0.94044518,32.3
house,W000808,Wilson,FL,24,Democrat,64,0.125,0.13373267,-67.7
house,W000809,Womack,AR,3,Republican,77,0.987012987012987,0.93666464,31.4
house,W000810,Woodall,GA,7,Republican,77,0.974025974025974,0.78860421,6.3
house,W000812,Wagner,MO,2,Republican,76,0.960526315789474,0.84219516,10.3
house,W000813,Walorski,IN,2,Republican,77,0.961038961038961,0.92387329,23.2
house,W000814,Weber,TX,14,Republican,74,0.932432432432432,0.90938165,19.8
house,W000815,Wenstrup,OH,2,Republican,77,0.948051948051948,0.89352823,16.1
house,W000816,Williams,TX,25,Republican,77,0.935064935064935,0.88537031,14.9
house,W000819,Walker,NC,6,Republican,72,0.916666666666667,0.87914737,14.7
house,W000820,Walters,CA,45,Republican,77,0.987012987012987,0.55132873,-5.4
house,W000821,Westerman,AR,4,Republican,77,0.935064935064935,0.93771262,32.9
house,W000822,Watson Coleman,NJ,12,Democrat,77,0.0649350649350649,0.20006216,-33.2
house,Y000033,Young,AK,0,Republican,77,0.935064935064935,0.88412978,14.73064079
house,Y000062,Yarmuth,KY,3,Democrat,76,0.184210526315789,0.35793,-15
house,Y000063,Yoder,KS,3,Republican,76,0.921052631578947,0.64852501,-1.2
house,Y000065,Yoho,FL,3,Republican,74,0.905405405405405,0.89111873,16
house,Y000066,Young,IA,3,Republican,77,0.987012987012987,0.74077756,3.5
house,Z000017,Zeldin,NY,1,Republican,77,0.857142857142857,0.86366721,12.3
house,Z000018,Zinke,MT,0,Republican,1,1,0.99439163,20.42273211
senate,A000360,Alexander,TN,,Republican,70,0.942857142857143,0.88995718,26.0057009
senate,B000575,Blunt,MO,,Republican,73,0.972602739726027,0.84008434,18.637117
senate,B000944,Brown,OH,,Democrat,73,0.287671232876712,0.69766072,8.1295744
senate,B001135,Burr,NC,,Republican,71,0.957746478873239,0.6059433,3.65522853
senate,B001230,Baldwin,WI,,Democrat,72,0.222222222222222,0.5545047,0.7643432
senate,B001236,Boozman,AR,,Republican,73,0.972602739726027,0.89874556,26.92097803
senate,B001261,Barrasso,WY,,Republican,73,0.931506849315068,0.93628579,46.29527573
senate,B001267,Bennet,CO,,Democrat,73,0.287671232876712,0.43781779,-4.90558301
senate,B001277,Blumenthal,CT,,Democrat,72,0.194444444444444,0.30501559,-13.63938672
senate,B001288,Booker,NJ,,Democrat,73,0.123287671232877,0.30084536,-14.1026978
senate,C000127,Cantwell,WA,,Democrat,73,0.246575342465753,0.28644881,-15.4790881
senate,C000141,Cardin,MD,,Democrat,73,0.26027397260274,0.20949491,-26.41643951
senate,C000174,Carper,DE,,Democrat,73,0.356164383561644,0.33306659,-11.43051247
senate,C000567,Cochran,MS,,Republican,68,0.970588235294118,0.82996148,17.82624982
senate,C000880,Crapo,ID,,Republican,72,0.916666666666667,0.91706151,31.76941855
senate,C001035,Collins,ME,,Republican,73,0.808219178082192,0.4755386,-2.96044935
senate,C001047,Capito,WV,,Republican,72,0.958333333333333,0.93358962,42.15364679
senate,C001056,Cornyn,TX,,Republican,73,0.972602739726027,0.71273725,8.9994276
senate,C001070,Casey,PA,,Democrat,73,0.301369863013699,0.5514234,0.72426964
senate,C001071,Corker,TN,,Republican,71,0.845070422535211,0.8918862,26.0057009
senate,C001075,Cassidy,LA,,Republican,73,0.945205479452055,0.84936372,19.63911856
senate,C001088,Coons,DE,,Democrat,72,0.333333333333333,0.33598881,-11.43051247
senate,C001095,Cotton,AR,,Republican,73,0.931506849315068,0.89874556,26.92097803
senate,C001098,Cruz,TX,,Republican,73,0.917808219178082,0.71273725,8.9994276
senate,C001113,Cortez Masto,NV,,Democrat,73,0.328767123287671,0.48645394,-2.41712836
senate,D000563,Durbin,IL,,Democrat,71,0.225352112676056,0.26456803,-17.06361362
senate,D000607,Donnelly,IN,,Democrat,72,0.555555555555556,0.84353187,19.16519376
senate,D000618,Daines,MT,,Republican,73,0.89041095890411,0.85616048,20.42273211
senate,D000622,Duckworth,IL,,Democrat,71,0.253521126760563,0.26522855,-17.06361362
senate,E000285,Enzi,WY,,Republican,73,0.904109589041096,0.93628579,46.29527573
senate,E000295,Ernst,IA,,Republican,73,0.917808219178082,0.71959952,9.40683805
senate,F000062,Feinstein,CA,,Democrat,72,0.263888888888889,0.1951969,-30.10929307
senate,F000444,Flake,AZ,,Republican,69,0.840579710144927,0.59844956,3.54559463
senate,F000457,Franken,MN,,Democrat,55,0.236363636363636,0.49529896,-1.52013048
senate,F000463,Fischer,NE,,Republican,73,0.931506849315068,0.88878371,25.04859475
senate,G000359,Graham,SC,,Republican,73,0.89041095890411,0.79126087,14.2659129
senate,G000386,Grassley,IA,,Republican,73,0.917808219178082,0.71959952,9.40683805
senate,G000555,Gillibrand,NY,,Democrat,73,0.0821917808219178,0.23119432,-22.49045614
senate,G000562,Gardner,CO,,Republican,73,0.917808219178082,0.43781779,-4.90558301
senate,H000338,Hatch,UT,,Republican,73,0.972602739726027,0.8346236,18.07933323
senate,H001041,Heller,NV,,Republican,73,0.917808219178082,0.48645394,-2.41712836
senate,H001042,Hirono,HI,,Democrat,73,0.219178082191781,0.18458428,-32.18281473
senate,H001046,Heinrich,NM,,Democrat,72,0.263888888888889,0.38018152,-8.2132684
senate,H001061,Hoeven,ND,,Republican,73,0.972602739726027,0.92687412,35.72888837
senate,H001069,Heitkamp,ND,,Democrat,73,0.561643835616438,0.92687412,35.72888837
senate,H001075,Harris,CA,,Democrat,73,0.150684931506849,0.19279908,-30.10929307
senate,H001076,Hassan,NH,,Democrat,73,0.328767123287671,0.52861592,-0.36766386
senate,H001079,Hyde-Smith,MS,,Republican,5,1,0.86081357,17.82624982
senate,I000024,Inhofe,OK,,Republican,73,0.945205479452055,0.92803265,36.39118454
senate,I000055,Isakson,GA,,Republican,56,0.946428571428571,0.63059748,5.15937819
senate,J000293,Johnson,WI,,Republican,73,0.917808219178082,0.55226151,0.7643432
senate,J000300,Jones,AL,,Democrat,16,0.5625,0.89568385,27.72514661
senate,K000367,Klobuchar,MN,,Democrat,73,0.301369863013699,0.50474852,-1.52013048
senate,K000383,King,ME,,Independent,73,0.465753424657534,0.4755386,-2.96044935
senate,K000384,Kaine,VA,,Democrat,73,0.342465753424658,0.43003695,-5.32370582
senate,K000393,Kennedy,LA,,Republican,73,0.89041095890411,0.84936372,19.63911856
senate,L000174,Leahy,VT,,Democrat,73,0.246575342465753,0.20953493,-26.40835124
senate,L000575,Lankford,OK,,Republican,73,0.917808219178082,0.92803265,36.39118454
senate,L000577,Lee,UT,,Republican,73,0.821917808219178,0.8346236,18.07933323
senate,M000133,Markey,MA,,Democrat,72,0.125,0.20824563,-27.19670645
senate,M000303,McCain,AZ,,Republican,53,0.830188679245283,0.61164701,3.54559463
senate,M000355,McConnell,KY,,Republican,72,0.958333333333333,0.90989681,29.83745022
senate,M000639,Menéndez,NJ,,Democrat,71,0.225352112676056,0.28217121,-14.1026978
senate,M000934,Moran,KS,,Republican,72,0.944444444444444,0.85595909,20.60221107
senate,M001111,Murray,WA,,Democrat,73,0.232876712328767,0.28644881,-15.4790881
senate,M001153,Murkowski,AK,,Republican,72,0.833333333333333,0.79479098,14.73064079
senate,M001169,Murphy,CT,,Democrat,72,0.25,0.30501559,-13.63938672
senate,M001170,McCaskill,MO,,Democrat,72,0.458333333333333,0.84040678,18.637117
senate,M001176,Merkley,OR,,Democrat,73,0.0958904109589041,0.33912446,-10.97781682
senate,M001183,Manchin,WV,,Democrat,73,0.616438356164384,0.93448004,42.15364679
senate,N000032,Nelson,FL,,Democrat,72,0.430555555555556,0.56354823,1.19862561
senate,P000449,Portman,OH,,Republican,73,0.945205479452055,0.69766072,8.1295744
senate,P000595,Peters,MI,,Democrat,72,0.319444444444444,0.54063795,0.22303327
senate,P000603,Paul,KY,,Republican,70,0.742857142857143,0.90996155,29.83745022
senate,P000612,Perdue,GA,,Republican,72,0.944444444444444,0.63747935,5.15937819
senate,R000122,Reed,RI,,Democrat,73,0.26027397260274,0.28615576,-15.50854907
senate,R000307,Roberts,KS,,Republican,73,0.972602739726027,0.8576619,20.60221107
senate,R000584,Risch,ID,,Republican,73,0.904109589041096,0.91750694,31.76941855
senate,R000595,Rubio,FL,,Republican,72,0.972222222222222,0.55688178,1.19862561
senate,R000605,Rounds,SD,,Republican,73,0.931506849315068,0.91096849,29.79332222
senate,S000033,Sanders,VT,,Independent,73,0.10958904109589,0.20953493,-26.40835124
senate,S000148,Schumer,NY,,Democrat,73,0.246575342465753,0.23119432,-22.49045614
senate,S000320,Shelby,AL,,Republican,73,0.958904109589041,0.90252129,27.72514661
senate,S000770,Stabenow,MI,,Democrat,73,0.315068493150685,0.54094301,0.22303327
senate,S001141,Sessions,AL,,Republican,8,1,0.95761291,27.72514661
senate,S001181,Shaheen,NH,,Democrat,73,0.342465753424658,0.52861592,-0.36766386
senate,S001184,Scott,SC,,Republican,73,0.958904109589041,0.79126087,14.2659129
senate,S001194,Schatz,HI,,Democrat,73,0.246575342465753,0.18458428,-32.18281473
senate,S001197,Sasse,NE,,Republican,72,0.875,0.8913942,25.04859475
senate,S001198,Sullivan,AK,,Republican,70,0.942857142857143,0.7960073,14.73064079
senate,S001202,Strange,AL,,Republican,45,0.911111111111111,0.88745216,27.72514661
senate,S001203,Smith,MN,,Democrat,16,0.25,0.48686849,-1.52013048
senate,T000250,Thune,SD,,Republican,73,0.958904109589041,0.91096849,29.79332222
senate,T000461,Toomey,PA,,Republican,70,0.914285714285714,0.54480862,0.72426964
senate,T000464,Tester,MT,,Democrat,73,0.36986301369863,0.85616048,20.42273211
senate,T000476,Tillis,NC,,Republican,73,0.958904109589041,0.61212406,3.65522853
senate,U000039,Udall,NM,,Democrat,73,0.246575342465753,0.38008219,-8.2132684
senate,V000128,Van Hollen,MD,,Democrat,72,0.222222222222222,0.21239106,-26.41643951
senate,W000437,Wicker,MS,,Republican,73,0.972602739726027,0.83207464,17.82624982
senate,W000779,Wyden,OR,,Democrat,73,0.164383561643836,0.33912446,-10.97781682
senate,W000802,Whitehouse,RI,,Democrat,73,0.246575342465753,0.28615576,-15.50854907
senate,W000805,Warner,VA,,Democrat,73,0.438356164383562,0.43003695,-5.32370582
senate,W000817,Warren,MA,,Democrat,73,0.0958904109589041,0.20571177,-27.19670645
senate,Y000064,Young,IN,,Republican,73,0.945205479452055,0.84505848,19.16519376
